tweet_id,retweet_count,favorite_count
847157206088847362,5825,19843
847116187444137987,3163,21414
846874817362120707,3913,20085
846514051647705089,11537,44604
846505985330044928,3050,14094
846153765933735936,9022,31628
846139713627017216,9978,31058
846042936437604353,2856,15995
845812042753855489,8689,29284
845677943972139009,4789,25195
845397057150107648,1802,7645
845306882940190720,5384,23380
845098359547420673,7640,0
844979544864018432,2560,13664
844973813909606400,3188,15106
844580511645339650,3128,16505
844223788422217728,2199,13679
843981021012017153,2946,15217
843856843873095681,4628,21524
843604394117681152,2745,16946
843235543001513987,6030,21583
842846295480000512,3637,15323
842765311967449089,1288,6769
842535590457499648,3520,18173
842163532590374912,5811,24570
842115215311396866,3041,14040
841833993020538882,15203,0
841680585030541313,7824,25854
841439858740625411,3700,12718
841320156043304961,5515,19898
841314665196081154,4684,15921
841077006473256960,5335,23006
840761248237133825,1774,0
840728873075638272,16234,0
840698636975636481,2,177
840696689258311684,976,12372
840632337062862849,1774,9053
840370681858686976,4567,16565
840268004936019968,5768,19405
839990271299457024,2290,13515
839549326359670784,7820,27689
839290600511926273,145,0
839239871831150596,6574,27367
838952994649550848,4033,19823
838921590096166913,2078,11248
838916489579200512,35,0
838831947270979586,11099,0
838561493054533637,1345,11015
838476387338051585,4819,22745
838201503651401729,10166,0
838150277551247360,333,1687
838085839343206401,1,143
838083903487373313,3167,17795
837820167694528512,7929,34463
837482249356513284,445,3875
837471256429613056,2297,12925
837110210464448512,2387,16216
836989968035819520,2307,12893
836753516572119041,4689,19526
836677758902222849,2243,12726
836648853927522308,561,0
836397794269200385,27833,0
836380477523124226,3011,14903
836260088725786625,4340,21542
836001077879255040,4304,19300
835685285446955009,8220,0
835574547218894849,3655,17997
835536468978302976,1721,0
835309094223372289,21227,0
835297930240217089,3050,16661
835264098648616962,1721,7826
835246439529840640,73,2130
835172783151792128,5831,26467
835152434251116546,3052,22692
834931633769889797,1668,10949
834786237630337024,5562,21594
834574053763584002,2568,13831
834477809192075265,10802,0
834458053273591808,1704,9740
834209720923721728,4827,20871
834167344700198914,3703,16017
834089966724603904,2162,10165
834086379323871233,2234,13224
833863086058651648,2441,13573
833826103416520705,3816,18246
833732339549220864,223,0
833722901757046785,3273,21045
833479644947025920,2079,15038
833124694597443584,4911,20446
832998151111966721,2233,13446
832769181346996225,39,0
832757312314028032,3681,17080
832682457690300417,2962,12033
832645525019123713,537,2968
832636094638288896,2834,16065
832397543355072512,2248,12119
832369877331693569,3241,17414
832273440279240704,2369,11508
832215909146226688,6303,0
832215726631055365,9499,0
832088576586297345,2,64
832040443403784192,9781,0
832032802820481025,4738,18128
831939777352105988,6242,24334
831926988323639298,34,342
831911600680497154,6607,28028
831670449226514432,1853,10604
831650051525054464,1966,7261
831552930092285952,2345,9123
831322785565769729,1579,9395
831315979191906304,1142,6646
831309418084069378,2496,11923
831262627380748289,2082,12081
830956169170665475,1521,8103
830583320585068544,17089,67940
830173239259324417,5803,0
830097400375152640,3005,9987
829878982036299777,5119,0
829861396166877184,1984,12417
829501995190984704,10802,32262
829449946868879360,2064,10626
829141528400556032,7498,24843
829011960981237760,16572,53943
828801551087042563,3476,0
828770345708580865,5977,25996
828708714936930305,11414,37158
828650029636317184,1379,9678
828409743546925057,1184,6451
828408677031882754,1313,7799
828381636999917570,2255,12800
828376505180889089,1090,7507
828372645993398273,2996,12769
828361771580813312,174,2233
828046555563323392,2927,11970
828011680017821696,2191,10529
827933404142436356,5349,20447
827653905312006145,3075,15734
827600520311402496,960,7560
827324948884643840,3117,16143
827199976799354881,2275,10756
826958653328592898,5119,21958
826848821049180160,10382,37042
826615380357632002,4070,0
826598799820865537,257,5210
826598365270007810,2395,10225
826476773533745153,4287,18755
826240494070030336,2652,13525
826204788643753985,942,4965
826115272272650244,3203,15942
825876512159186944,1920,10665
825829644528148480,2545,12958
825535076884762624,17874,57820
825147591692263424,4645,18655
825120256414846976,1294,0
825026590719483904,1294,6446
824796380199809024,5616,0
824775126675836928,3609,15224
824663926340194305,1779,10291
824325613288833024,10730,12040
824297048279236611,3958,15375
824025158776213504,609,4916
823939628516474880,2764,10838
823719002937630720,11471,0
823699002998870016,2579,14241
823581115634085888,2688,13294
823333489516937216,25,714
823322678127919110,4127,16058
823269594223824897,10131,0
822975315408461824,3537,17676
822872901745569793,44360,134599
822859134160621569,2350,13555
822647212903690241,6559,0
822610361945911296,3022,15119
822489057087389700,6559,18539
822462944365645825,14710,28717
822244816520155136,10131,35730
822163064745328640,4907,0
821886076407029760,2368,11575
821813639212650496,3439,0
821765923262631936,1690,8606
821522889702862852,1811,8196
821421320206483457,5737,0
821407182352777218,4468,12051
821153421864615936,10,262
821149554670182400,2051,8844
821107785811234820,2192,9807
821044531881721856,2339,12934
820837357901512704,6921,0
820749716845686786,10166,32260
820690176645140481,3315,12483
820494788566847489,576,0
820446719150292993,2637,0
820314633777061888,576,3416
820078625395449857,6461,20282
820013781606658049,1215,0
819952236453363712,1215,5441
819924195358416896,4992,13191
819711362133872643,3195,13716
819588359383371776,2040,9859
819347104292290561,1238,7393
819238181065359361,418,2326
819227688460238848,6921,23635
819015337530290176,37845,0
819015331746349057,19454,0
819006400881917954,19454,46346
819004803107983360,37845,89006
818646164899774465,21575,0
818627210458333184,7746,22926
818614493328580609,2645,10089
818588835076603904,6325,0
818536468981415936,2535,11189
818307523543449600,8344,0
818259473185828864,2344,11295
818145370475810820,2643,12600
817908911860748288,825,4977
817827839487737858,27833,53057
817777686764523521,2771,11006
817536400337801217,3064,12058
817502432452313088,3487,0
817423860136083457,15203,34799
817415592588222464,984,5734
817181837579653120,8723,0
817171292965273600,2083,8975
817120970343411712,2681,12519
817056546584727552,1693,8812
816829038950027264,4842,0
816816676327063552,2091,10269
816697700272001025,2261,10046
816450570814898180,8344,31311
816336735214911488,2010,8840
816091915477250048,2213,9155
816062466425819140,1061,0
816014286006976512,5440,0
815990720817401858,1061,5092
815966073409433600,8723,23000
815745968457060357,4265,0
815736392542261248,2338,10109
815639385530101762,1697,8436
815390420867969024,3920,10631
814986499976527872,1320,7857
814638523311648768,2784,11571
814578408554463233,6005,0
814530161257443328,1915,8881
814153002265309185,8955,29575
813944609378369540,3276,0
813910438903693312,1926,9547
813812741911748608,14404,37416
813800681631023104,1816,8544
813217897535406080,7524,19158
813202720496779264,1863,9482
813187593374461952,4501,20438
813172488309972993,1987,9546
813157409116065792,2283,7992
813142292504645637,2454,8715
813130366689148928,460,4601
813127251579564032,3230,12177
813112105746448384,2835,10599
813096984823349248,3729,10843
813081950185472002,2855,10149
813066809284972545,2014,8187
813051746834595840,7601,21543
812781120811126785,1968,7793
812709060537683968,1479,6806
812503143955202048,1262,6237
812466873996607488,1997,8196
812372279581671427,3785,14067
811985624773361665,1449,7472
811744202451197953,1647,7761
811647686436880384,767,5762
811627233043480576,3185,13139
811386762094317568,6586,21535
810984652412424192,1480,5495
810896069567610880,1827,9284
810657578271330305,2747,11289
810284430598270976,11697,36320
810254108431155201,3476,15128
809920764300447744,4070,15956
809808892968534016,5064,0
809448704142938112,1513,7136
809220051211603969,5803,20510
809084759137812480,3639,13621
808838249661788160,3150,10402
808733504066486276,2240,8152
808501579447930884,2691,11633
808344865868283904,21575,43879
808134635716833280,6131,0
808106460588765185,2283,9043
808001312164028416,3646,12910
807621403335917568,3766,15012
807106840509214720,57379,121937
807059379405148160,7594,0
807010152071229440,3987,13446
806629075125202948,35880,77071
806620845233815552,5717,0
806576416489959424,2009,5035
806542213899489280,2438,10531
806242860592926720,12036,0
806219024703037440,1228,6619
805958939288408065,5537,0
805932879469572096,1985,8525
805826884734976000,1892,6766
805823200554876929,8313,0
805520635690676224,1718,5919
805487436403003392,2615,9058
805207613751304193,1775,8047
804738756058218496,3955,14103
804475857670639616,2079,6324
804413760345620481,3339,0
804026241225523202,16720,45933
803773340896923648,2846,10355
803692223237865472,7681,0
803638050916102144,4281,11285
803380650405482500,1927,8004
803321560782307329,5499,0
803276597545603072,2541,10342
802952499103731712,2079,9292
802624713319034886,3009,0
802600418706604034,1523,7328
802572683846291456,2593,9215
802323869084381190,6037,16708
802265048156610565,1420,6973
802239329049477120,2709,9352
802185808107208704,279,0
801958328846974976,1765,7974
801854953262350336,246,1832
801538201127157760,2133,8464
801285448605831168,850,6241
801167903437357056,6131,25251
801127390143516673,4085,0
801115127852503040,2180,8329
800859414831898624,98,709
800855607700029440,1670,0
800751577355128832,2888,10880
800513324630806528,3092,13545
800459316964663297,2245,9793
800443802682937345,4465,0
800388270626521089,2900,11517
800188575492947969,4082,0
800141422401830912,2637,15774
800018252395122689,13635,29255
799774291445383169,4846,0
799757965289017345,2234,8663
799422933579902976,1995,8301
799308762079035393,5660,0
799297110730567681,2856,10201
799063482566066176,2552,8334
798933969379225600,4635,13503
798925684722855936,1485,7710
798705661114773508,6879,0
798701998996647937,8063,0
798697898615730177,6713,0
798694562394996736,5140,0
798686750113755136,2411,0
798682547630837760,4879,0
798673117451325440,5736,0
798665375516884993,4042,0
798644042770751489,1916,0
798628517273620480,2043,0
798585098161549313,5915,0
798576900688019456,6050,0
798340744599797760,3468,0
798209839306514432,2642,10737
797971864723324932,3220,11978
797545162159308800,5040,14993
797236660651966464,6833,20585
797165961484890113,27,232
796904159865868288,9233,0
796865951799083009,1981,7924
796759840936919040,3153,12210
796563435802726400,7515,0
796484825502875648,1826,7804
796387464403357696,4302,11359
796177847564038144,14795,0
796149749086875649,14795,33284
796125600683540480,1865,5113
796116448414461957,2494,9391
796080075804475393,2398,8723
796031486298386433,3843,11146
795464331001561088,24522,51234
795400264262053889,2981,10394
795076730285391872,5616,16718
794983741416415232,3498,0
794926597468000259,2392,10587
794355576146903043,10670,0
794332329137291264,2760,9859
794205286408003585,3431,9502
793962221541933056,5064,17357
793845145112371200,1935,9515
793614319594401792,3245,0
793601777308463104,1686,8228
793500921481273345,2464,11006
793286476301799424,9499,25367
793271401113350145,2475,8973
793256262322548741,8642,20602
793241302385262592,3399,10856
793226087023144960,2966,10146
793210959003287553,2892,9207
793195938047070209,5836,15762
793180763617361921,2077,7156
793165685325201412,2877,9722
793150605191548928,1758,6375
793135492858580992,2572,6655
793120401413079041,4047,13088
792913359805018113,4111,14777
792883833364439040,4421,11666
792773781206999040,1739,7583
792394556390137856,4441,13870
792050063153438720,1867,7394
791821351946420224,21797,0
791784077045166082,9939,0
791780927877898241,3953,0
791774931465953280,22976,46528
791672322847637504,3245,12109
791406955684368384,4265,13538
791312159183634433,2621,9065
791026214425268224,4235,0
790987426131050500,2207,10161
790946055508652032,4842,17160
790723298204217344,2396,0
790698755171364864,1991,8461
790581949425475584,7417,21283
790337589677002753,1936,8075
790277117346975746,3276,12938
790227638568808452,3687,0
789986466051088384,2396,9538
789960241177853952,4264,0
789903600034189313,4258,10690
789628658055020548,1836,7729
789599242079838210,1991,6969
789530877013393408,3498,12110
789314372632018944,2366,8906
789280767834746880,5116,0
789268448748703744,2684,9393
789137962068021249,2898,10017
788908386943430656,12859,28239
788765914992902144,10670,28197
788552643979468800,7434,0
788412144018661376,5444,16033
788178268662984705,2167,7451
788150585577050112,1335,6303
788070120937619456,3544,0
788039637453406209,1365,6310
787810552592695296,3157,8909
787717603741622272,2874,10552
787397959788929025,2929,11204
787322443945877504,1799,8031
787111942498508800,6953,0
786963064373534720,8220,27371
786729988674449408,2492,0
786709082849828864,6303,18762
786664955043049472,2638,10943
786595970293370880,3211,9703
786363235746385920,3621,11219
786286427768250368,2941,8199
786233965241827333,4907,15703
786051337297522688,159,1473
786036967502913536,7256,0
785927819176054784,3280,11712
785872687017132033,1884,6886
785639753186217984,2298,8067
785533386513321988,2056,9371
785515384317313025,1302,6283
785264754247995392,1689,7460
785170936622350336,4984,12385
784826020293709826,3339,10407
784517518371221505,2609,9237
784431430411685888,1314,5867
784183165795655680,8313,20678
784057939640352768,11471,30636
783839966405230592,11099,30856
783821107061198850,2027,7567
783695101801398276,3317,10745
783466772167098368,2317,8696
783391753726550016,5655,17342
783347506784731136,5726,0
783334639985389568,12036,29967
783085703974514689,2268,8384
782969140009107456,7594,24778
782747134529531904,1447,7681
782722598790725632,5537,17762
782598640137187329,1927,8008
782305867769217024,5737,17112
782021823840026624,6400,0
781955203444699136,3470,11408
781661882474196992,2796,10728
781655249211752448,1157,4106
781524693396357120,5717,21304
781308096455073793,2625,7337
781251288990355457,2136,8646
781163403222056960,2810,10064
780931614150983680,7515,22180
780858289093574656,2058,7372
780800785462489090,1336,5633
780601303617732608,3439,12424
780543529827336192,1785,6479
780496263422808064,3813,0
780476555013349377,117,0
780459368902959104,1108,5430
780192070812196864,2307,8932
780092040432480260,2364,0
780074436359819264,5107,12520
779834332596887552,7256,19424
779377524342161408,3190,9034
779124354206535695,18843,0
779056095788752897,4649,15159
778990705243029504,7423,20476
778774459159379968,10186,0
778764940568104960,374,890
778748913645780993,1347,7070
778650543019483137,1555,5917
778624900596654080,1039,4754
778408200802557953,4458,13972
778396591732486144,12570,0
778383385161035776,1132,5989
778286810187399168,3390,10662
778039087836069888,2715,8704
778027034220126208,1658,6711
777953400541634568,3633,0
777885040357281792,1671,6514
777684233540206592,3009,11509
777641927919427584,4339,0
777621514455814149,2559,8979
777189768882946048,4407,14630
776819012571455488,14051,0
776813020089548800,1243,4994
776477788987613185,2851,9048
776249906839351296,9390,0
776218204058357768,16295,30652
776201521193218049,2578,9847
776113305656188928,4465,12041
776088319444877312,156,1887
775898661951791106,16975,0
775842724423557120,2729,11985
775733305207554048,4085,14176
775729183532220416,4701,13251
775364825476165632,3055,7582
775350846108426240,4006,10404
775085132600442880,4846,15921
774757898236878852,1828,8790
774639387460112384,1773,6895
774314403806253056,5660,22277
773985732834758656,3970,10980
773922284943896577,1789,6533
773704687002451968,1665,6753
773670353721753600,1339,5464
773547596996571136,6325,22611
773336787167145985,5207,0
773308824254029826,7640,23815
773247561583001600,3316,9657
773191612633579521,4241,10222
772877495989305348,3974,8759
772826264096874500,2407,8236
772615324260794368,3466,0
772581559778025472,1730,6646
772193107915964416,1424,6175
772152991789019136,1156,3889
772117678702071809,757,3857
772114945936949249,478,2780
772102971039580160,956,4089
771908950375665664,1949,6731
771770456517009408,3468,12264
771500966810099713,2665,8443
771380798096281600,5207,10721
771171053431250945,7669,0
771136648247640064,2990,9358
771102124360998913,1470,6369
771014301343748096,1688,7040
770787852854652928,1231,5041
770772759874076672,1448,5292
770655142660169732,1800,7493
770414278348247044,2139,6451
770293558247038976,1514,6383
770093767776997377,3128,0
770069151037685760,2348,7743
769940425801170949,9781,32041
769695466921623552,1706,6538
769335591808995329,7907,0
769212283578875904,1762,5523
768970937022709760,6658,14689
768909767477751808,2742,0
768855141948723200,906,4283
768609597686943744,1231,4207
768596291618299904,1312,5146
768554158521745409,5957,0
768473857036525572,3506,13903
768193404517830656,3633,11102
767884188863397888,1415,4843
767754930266464257,5499,16324
767500508068192258,2385,7642
767191397493538821,3860,12535
767122157629476866,2918,10373
766864461642756096,5760,0
766793450729734144,1382,5174
766714921925144576,387,2653
766693177336135680,813,4096
766423258543644672,1629,6136
766313316352462849,1926,6929
766078092750233600,2688,0
766069199026450432,870,4324
766008592277377025,508,3821
765719909049503744,2200,7383
765669560888528897,1251,5301
765395769549590528,3453,27049
765371061932261376,2205,7218
765222098633691136,3466,11872
764857477905154048,1808,6584
764259802650378240,1537,6139
763956972077010945,56,768
763837565564780549,4235,12829
763183847194451968,1502,5482
763167063695355904,3081,0
763103485927849985,2330,7501
762699858130116608,3687,12385
762471784394268675,6579,11446
762464539388485633,4264,10501
762316489655476224,1143,4888
762035686371364864,15848,32508
761976711479193600,2050,5503
761750502866649088,3993,0
761745352076779520,878,4346
761672994376806400,29642,50407
761599872357261312,1206,4202
761371037149827077,18408,0
761334018830917632,1482,5282
761292947749015552,1104,4562
761227390836215808,1597,5410
761004547850530816,3544,11536
760893934457552897,994,3885
760656994973933572,1943,6724
760641137271070720,1319,5052
760539183865880579,3696,7717
760521673607086080,1417,4297
760290219849637889,11726,27290
760252756032651264,892,4007
760190180481531904,1840,5799
760153949710192640,31,0
759943073749200896,2119,6050
759923798737051648,5760,14915
759846353224826880,2016,6833
759793422261743616,1947,6073
759557299618865152,1208,4783
759447681597108224,2492,8631
759446261539934208,498,1702
759197388317847553,1989,6183
759159934323924993,1179,0
759099523532779520,4254,14755
759047813560868866,2065,6605
758854675097526272,914,3611
758828659922702336,3904,11397
758740312047005698,1642,5830
758474966123810816,1021,3875
758467244762497024,2254,4879
758405701903519748,1944,5296
758355060040593408,1102,3464
758099635764359168,10186,19410
758041019896193024,380,2740
757741869644341248,3302,6981
757729163776290825,8121,0
757725642876129280,1231,4619
757611664640446465,1121,4639
757597904299253760,302,0
757596066325864448,1074,4407
757400162377592832,6979,15389
757393109802180609,1773,5915
757354760399941633,1447,4597
756998049151549440,2018,6391
756939218950160384,2041,6754
756651752796094464,1329,5144
756526248105566208,3649,10576
756303284449767430,1114,4006
756288534030475264,17728,43471
756275833623502848,1560,6520
755955933503782912,2934,7447
755206590534418437,5436,16707
755110668769038337,11272,21567
754874841593970688,8063,0
754856583969079297,2570,7007
754747087846248448,533,2629
754482103782404096,1990,5385
754449512966619136,741,3811
754120377874386944,2394,7984
753655901052166144,2204,5930
753420520834629632,3633,8023
753398408988139520,1943,5849
753375668877008896,2364,7756
753298634498793472,5799,0
753294487569522689,1058,3426
753039830821511168,21227,37668
753026973505581056,984,3976
752932432744185856,6953,12831
752917284578922496,1608,7018
752701944171524096,2923,0
752682090207055872,1616,6085
752660715232722944,1584,4454
752568224206688256,2317,5595
752519690950500352,3484,7466
752334515931054080,1113,3870
752309394570878976,16566,0
752173152931807232,1866,6038
751950017322246144,938,3113
751937170840121344,1353,5277
751830394383790080,1974,5886
751793661361422336,2938,5922
751598357617971201,3081,8033
751583847268179968,1124,4468
751538714308972544,1285,5111
751456908746354688,1015,3271
751251247299190784,5965,12692
751205363882532864,1847,6418
751132876104687617,1318,5148
750868782890057730,1387,4856
750719632563142656,5116,13390
750506206503038976,1158,4510
750429297815552001,4339,13356
750383411068534784,1165,4620
750381685133418496,28,712
750147208377409536,972,3153
750132105863102464,1309,3672
750117059602808832,1332,4392
750101899009982464,855,3086
750086836815486976,542,2204
750071704093859840,3385,7962
750056684286914561,908,3202
750041628174217216,629,3225
750026558547456000,797,2753
750011400160841729,916,3281
749996283729883136,830,3106
749981277374128128,2487,5192
749774190421639168,1334,4715
749417653287129088,1669,6189
749403093750648834,542,2663
749395845976588288,3484,8684
749317047558017024,2260,5561
749075273010798592,2096,5824
749064354620928000,1543,4863
749036806121881602,801,3129
748977405889503236,3432,10891
748932637671223296,2283,5895
748705597323898880,960,2810
748699167502000129,1612,4805
748692773788876800,1344,4295
748575535303884801,2001,6148
748568946752774144,674,2223
748346686624440324,1244,5287
748337862848962560,4154,7748
748324050481647620,773,3723
748307329658011649,716,3712
748220828303695873,7896,14319
747963614829678593,2166,5834
747933425676525569,2575,6688
747885874273214464,987,2980
747844099428986880,756,2846
747816857231626240,1178,4901
747651430853525504,158,1409
747648653817413632,5916,13052
747600769478692864,556,2351
747594051852075008,1064,3720
747512671126323200,1627,5604
747461612269887489,1051,3915
747439450712596480,1933,5492
747242308580548608,2927,0
747219827526344708,1591,5326
747204161125646336,929,3411
747103485104099331,4013,9673
746906459439529985,300,2923
746872823977771008,2149,6046
746818907684614144,1753,5361
746790600704425984,1617,4924
746757706116112384,3953,9676
746726898085036033,1811,6103
746542875601690625,1895,5099
746521445350707200,989,0
746507379341139972,1092,4700
746369468511756288,1642,6239
746131877086527488,2223,6973
746056683365994496,814,3589
745789745784041472,1079,4067
745712589599014916,2355,7076
745433870967832576,2562,7146
745422732645535745,2457,8662
745314880350101504,2777,7266
745074613265149952,3549,7932
745057283344719872,2284,7312
744995568523612160,626,2992
744971049620602880,2712,7958
744709971296780288,1577,5664
744334592493166593,2137,6844
744234799360020481,78681,157961
744223424764059648,372,1683
743980027717509120,1106,4206
743895849529389061,968,3673
743835915802583040,2107,0
743609206067040256,1390,4514
743595368194129920,6604,18580
743545585370791937,948,3553
743510151680958465,3750,7967
743253157753532416,1237,4266
743222593470234624,1917,6266
743210557239623680,1378,3870
742534281772302336,3606,7123
742528092657332225,2002,4465
742465774154047488,3927,7321
742423170473463808,3813,9896
742385895052087300,1992,6859
742161199639494656,1389,4380
742150209887731712,1563,5165
741793263812808706,1524,4584
741743634094141440,2783,8227
741438259667034112,845,3706
741303864243200000,3236,8842
741099773336379392,5560,10084
741067306818797568,3128,9566
740995100998766593,2768,6429
740711788199743490,946,3433
740699697422163968,791,2876
740676976021798912,6879,18307
740373189193256964,13394,35235
740365076218183684,435,2477
740359016048689152,873,3319
740214038584557568,1979,6730
739979191639244800,5957,20112
739932936087216128,1083,4078
739844404073074688,859,3835
739623569819336705,1366,3809
739606147276148736,1661,5406
739544079319588864,21443,39862
739485634323156992,2939,7200
739238157791694849,58338,116588
738891149612572673,6,111
738885046782832640,1149,3800
738883359779196928,798,3337
738537504001953792,1555,5127
738402415918125056,847,3266
738184450748633089,1216,4345
738166403467907072,3379,8838
738156290900254721,650,2523
737826014890496000,1780,5305
737800304142471168,3478,10047
737678689543020544,1336,5070
737445876994609152,4483,10334
737322739594330112,815,3634
737310737551491075,7459,14774
736736130620620800,1743,4302
736392552031657984,7434,17791
736365877722001409,1258,4004
736225175608430592,2803,8185
736010884653420544,3007,7936
735991953473572864,1161,3620
735648611367784448,1112,4046
735635087207878657,2357,6205
735274964362878976,5068,13081
735256018284875776,888,3359
735137028879360001,980,3144
734912297295085568,528,2762
734787690684657664,6310,12638
734776360183431168,547,2520
734559631394082816,396,1494
733828123016450049,785,3589
733822306246479872,1024,3699
733482008106668032,957,3157
733460102733135873,1290,4218
733109485275860992,16975,50473
732732193018155009,541,2454
732726085725589504,893,3565
732585889486888962,781,3681
732375214819057664,2529,8123
732005617171337216,5440,14977
731285275100512256,996,3505
