tweet_id,retweet_count,favorite_count
731156023742988288,1273,3860
730924654643314689,1985,6176
730573383004487680,2136,4934
730427201120833536,1053,3503
730211855403241472,1060,3837
730196704625098752,1918,4886
729854734790754305,1134,4058
729838605770891264,386,1732
729823566028484608,1251,3997
729463711119904772,2329,5828
729113531270991872,325,1892
728986383096946689,824,3159
728760639972315136,1715,4701
728751179681943552,684,2780
728653952833728512,1040,3325
728409960103686147,2014,4936
728387165835677696,965,3712
728046963732717569,1202,4330
728035342121635841,1677,4595
728015554473250816,1109,4126
727685679342333952,641,2973
727644517743104000,1750,5916
727524757080539137,1228,4490
727314416056803329,747,3355
727286334147182592,818,3059
727175381690781696,1390,3919
727155742655025152,1335,3638
726935089318363137,2467,6926
726887082820554753,1523,3855
726828223124897792,1008,3576
726224900189511680,1151,4431
725842289046749185,2688,7095
725786712245440512,1374,4179
725729321944506368,1789,5222
725458796924002305,616,1415
724983749226668032,1315,3735
724771698126512129,641,2364
724405726123311104,1653,5297
724049859469295616,1779,4340
724046343203856385,560,2672
724004602748780546,1563,4193
723912936180330496,1239,3913
723688335806480385,2952,7709
723673163800948736,894,3030
723179728551723008,1872,5318
722974582966214656,1566,4118
722613351520608256,1644,4995
721503162398597120,1857,4650
721001180231503872,612,2531
720785406564900865,768,3124
720775346191278080,667,2481
720415127506415616,1509,4153
720389942216527872,2528,6402
720340705894408192,977,2884
720059472081784833,1116,3884
720043174954147842,2018,4927
719991154352222208,1741,4858
719704490224398336,1439,4564
719551379208073216,1925,5085
719367763014393856,742,2807
719339463458033665,1239,4444
719332531645071360,958,3444
718971898235854848,1080,3494
718939241951195136,1767,5264
718631497683582976,8063,18928
718613305783398402,485,2447
718540630683709445,1021,2472
718460005985447936,524,2712
718454725339934721,1510,4872
718246886998687744,503,1934
718234618122661888,999,3886
717841801130979328,605,2472
717790033953034240,1120,2889
717537687239008257,1855,5806
717428917016076293,452,1627
717421804990701568,848,3170
717047459982213120,1937,6319
717009362452090881,970,3272
716802964044845056,1175,4302
716791146589110272,1578,8126
716730379797970944,428,1240
716447146686459905,5877,13111
716439118184652801,209,2383
716285507865542656,1065,2780
716080869887381504,1912,6762
715928423106027520,884,3208
715758151270801409,1438,3736
715733265223708672,1691,4678
715704790270025728,568,2807
715696743237730304,1294,3924
715680795826982913,1617,4328
715360349751484417,1571,5488
715342466308784130,691,3052
715220193576927233,652,2429
715200624753819648,1888,5163
715009755312439296,1231,4177
714982300363173890,1041,3746
714962719905021952,4276,7383
714957620017307648,1408,4142
714631576617938945,998,3299
714606013974974464,930,3646
714485234495041536,1133,2703
714258258790387713,718,3047
714251586676113411,835,3293
714214115368108032,877,2284
714141408463036416,1405,4335
713919462244790272,788,3317
713909862279876608,537,1913
713900603437621249,747,2853
713761197720473600,1382,4900
713411074226274305,1299,4449
713177543487135744,2843,7261
713175907180089344,1477,4482
712809025985978368,6713,18607
712717840512598017,5014,12400
712668654853337088,1221,4190
712438159032893441,1569,5350
712309440758808576,25,245
712097430750289920,1037,3800
712092745624633345,890,2956
712085617388212225,486,3283
712065007010385924,629,2276
711998809858043904,126,0
711968124745228288,2309,8112
711743778164514816,987,2855
711732680602345472,4132,8904
711694788429553666,18407,33006
711652651650457602,918,3873
711363825979756544,1145,3683
711306686208872448,739,3330
711008018775851008,614,3006
710997087345876993,1390,4589
710844581445812225,693,2562
710833117892898816,536,2698
710658690886586372,564,2325
710609963652087808,2392,4814
710588934686908417,1879,4560
710296729921429505,744,2386
710283270106132480,522,2161
710272297844797440,1254,4559
710269109699739648,1127,2409
710153181850935296,891,2924
710140971284037632,881,2773
710117014656950272,2001,5535
709918798883774466,1073,3010
709901256215666688,100,675
709852847387627521,1205,3548
709566166965075968,1212,3569
709556954897764353,1077,3313
709519240576036864,238,1503
709449600415961088,576,2249
709409458133323776,688,2631
709225125749587968,576,2421
709207347839836162,5830,12657
709198395643068416,646,2442
709179584944730112,669,2019
709158332880297985,416,2049
709042156699303936,1642,4776
708853462201716736,662,1811
708845821941387268,901,3013
708834316713893888,501,1690
708810915978854401,6959,16576
708738143638450176,817,2762
708711088997666817,723,2558
708479650088034305,680,2570
708469915515297792,816,3113
708400866336894977,10137,16089
708356463048204288,1323,3603
708349470027751425,742,2361
708149363256774660,1560,4307
708130923141795840,854,3410
708119489313951744,986,2706
708109389455101952,551,1961
708026248782585858,1933,4407
707995814724026368,1127,3150
707983188426153984,2,51
707969809498152960,971,2720
707776935007539200,959,3296
707741517457260545,616,2502
707738799544082433,2475,4107
707693576495472641,1002,3437
707629649552134146,882,2595
707610948723478529,6400,17090
707420581654872064,701,2290
707411934438625280,601,2313
707387676719185920,1296,3519
707377100785885184,1094,3296
707315916783140866,642,2491
707297311098011648,792,2795
707059547140169728,677,2611
707038192327901184,797,2196
707021089608753152,1373,4105
707014260413456384,598,2328
706904523814649856,7907,14667
706901761596989440,595,2076
706681918348251136,979,3321
706644897839910912,1097,2590
706593038911545345,638,2170
706538006853918722,1435,3495
706516534877929472,1036,3121
706346369204748288,934,3475
706310011488698368,7975,21474
706291001778950144,479,1705
706265994973601792,940,2756
706169069255446529,2229,3926
706166467411222528,1612,5184
706153300320784384,384,1492
705975130514706432,736,3125
705970349788291072,900,3184
705898680587526145,556,2371
705786532653883392,520,1954
705591895322394625,1158,3187
705475953783398401,923,2983
705442520700944385,1633,4458
705428427625635840,1697,3836
705239209544720384,755,3027
705223444686888960,804,2597
705102439679201280,519,2162
705066031337840642,620,2190
704871453724954624,1118,4295
704859558691414016,544,2266
704847917308362754,1539,5109
704819833553219584,997,2659
704761120771465216,2927,6666
704499785726889984,1019,2941
704491224099647488,78,757
704480331685040129,1075,3413
704364645503647744,3568,8055
704347321748819968,353,1593
704134088924532736,464,1514
704113298707505153,572,1856
704054845121142784,924,2951
703774238772166656,467,1854
703769065844768768,1151,3305
703631701117943808,686,2605
703611486317502464,1537,3868
703425003149250560,1372,3826
703407252292673536,699,2459
703382836347330562,1147,3536
703356393781329922,387,1927
703268521220972544,553,1981
703079050210877440,3105,7448
703041949650034688,12570,26526
702932127499816960,732,2602
702899151802126337,457,1622
702684942141153280,1080,3240
702671118226825216,560,2212
702598099714314240,3456,12284
702539513671897089,969,2906
702332542343577600,1554,3211
702321140488925184,1049,3291
702276748847800320,770,2477
702217446468493312,1344,4815
701981390485725185,997,3479
701952816642965504,1031,3865
701889187134500865,1399,3568
701805642395348998,1687,3439
701601587219795968,455,2102
701570477911896070,928,2837
701545186879471618,611,2675
701214700881756160,5140,12299
700890391244103680,571,2226
700864154249383937,626,2618
700847567345688576,503,2475
700796979434098688,948,2456
700747788515020802,9390,23019
700518061187723268,801,2637
700505138482569216,581,2311
700462010979500032,1800,4161
700167517596164096,741,2650
700151421916807169,677,2251
700143752053182464,2742,7577
700062718104104960,694,2671
700029284593901568,590,2090
700002074055016451,1348,3344
699801817392291840,958,3080
699788877217865730,510,2250
699779630832685056,1239,2766
699775878809702401,605,1977
699691744225525762,4650,10336
699446877801091073,2633,5999
699434518667751424,520,2178
699423671849451520,326,1380
699413908797464576,626,2093
699370870310113280,444,1902
699323444782047232,865,3181
699088579889332224,637,2258
699079609774645248,659,2472
699072405256409088,1201,3008
699060279947165696,1812,3782
699036661657767936,1204,2625
698989035503689728,981,3377
698953797952008193,909,2703
698907974262222848,629,2569
698710712454139905,686,2495
698703483621523456,382,1458
698635131305795584,340,1304
698549713696649216,629,2347
698355670425473025,451,1878
698342080612007937,955,2282
698262614669991936,2006,4795
698195409219559425,6005,16858
698178924120031232,740,2833
697995514407682048,332,1524
697990423684476929,1304,3317
697943111201378304,686,2407
697881462549430272,1189,3033
697630435728322560,545,1765
697616773278015490,1016,3187
697596423848730625,1270,3039
697575480820686848,498,2056
697516214579523584,1123,2074
697482927769255936,677,2426
697463031882764288,1406,3441
697270446429966336,1887,4732
697259378236399616,1012,3322
697255105972801536,1171,3053
697242256848379904,675,2532
696900204696625153,1025,3201
696894894812565505,679,2360
696886256886657024,1817,4898
696877980375769088,714,2451
696754882863349760,363,1493
696744641916489729,942,2077
696713835009417216,654,2382
696518437233913856,1712,3933
696490539101908992,143,1225
696488710901260288,1024,2557
696405997980676096,1165,3228
696100768806522880,658,1944
695816827381944320,1172,3033
695794761660297217,776,3185
695767669421768709,755,1873
695629776980148225,2109,4593
695446424020918272,1817,4420
695409464418041856,3597,8733
695314793360662529,1457,3651
695095422348574720,616,2649
695074328191332352,1103,2865
695064344191721472,589,1605
695051054296211456,787,2680
694925794720792577,925,2715
694905863685980160,942,2775
694669722378485760,14478,36025
694356675654983680,288,1513
694352839993344000,618,2048
694342028726001664,485,1587
694329668942569472,503,2024
694206574471057408,2045,4191
694183373896572928,929,2972
694001791655137281,1031,3432
693993230313091072,405,1888
693942351086120961,371,1757
693647888581312512,591,2709
693644216740769793,123,1355
693642232151285760,413,2557
693629975228977152,800,2463
693622659251335168,377,1551
693590843962331137,1972,5090
693582294167244802,255,1658
693486665285931008,640,1791
693280720173801472,1242,3373
693267061318012928,815,2396
693262851218264065,502,2235
693231807727280129,741,2884
693155686491000832,3231,7934
693109034023534592,616,1730
693095443459342336,466,1877
692919143163629568,759,2693
692905862751522816,877,2444
692901601640583168,606,1785
692894228850999298,813,2287
692828166163931137,886,2890
692752401762250755,3659,6863
692568918515392513,1548,4397
692535307825213440,1375,3204
692530551048294401,417,1847
692423280028966913,228,1497
692417313023332352,3487,9419
692187005137076224,825,2549
692158366030913536,793,2164
692142790915014657,397,1664
692041934689402880,1280,3433
692017291282812928,963,2901
691820333922455552,1668,3981
691793053716221953,4249,8199
691756958957883396,1014,2888
691675652215414786,511,1971
691483041324204033,565,2409
691459709405118465,1146,4080
691444869282295808,854,2675
691416866452082688,7681,19476
691321916024623104,666,2587
691096613310316544,882,2983
691090071332753408,338,1729
690989312272396288,2887,5941
690959652130045952,1261,3606
690938899477221376,1978,4134
690932576555528194,1028,3316
690735892932222976,1278,3813
690728923253055490,519,2190
690690673629138944,819,2350
690649993829576704,281,1315
690607260360429569,17,294
690597161306841088,607,1974
690400367696297985,456,1903
690374419777196032,852,3274
690360449368465409,887,2692
690348396616552449,520,1524
690248561355657216,417,1688
690021994562220032,1035,2820
690015576308211712,733,2512
690005060500217858,1696,3694
689999384604450816,372,1437
689993469801164801,451,1473
689977555533848577,451,1383
689905486972461056,700,2450
689877686181715968,1177,3054
689835978131935233,748,2175
689661964914655233,932,3241
689659372465688576,3903,10449
689623661272240129,640,2244
689599056876867584,5561,11734
689557536375177216,457,2062
689517482558820352,1440,3430
689289219123089408,947,2276
689283819090870273,1114,3299
689280876073582592,715,2000
689275259254616065,243,1160
689255633275777024,1087,2574
689154315265683456,1007,3098
689143371370250240,518,2026
688916208532455424,878,2742
688908934925697024,775,2133
688898160958271489,786,2115
688894073864884227,699,2259
688828561667567616,372,1393
688804835492233216,191,969
688789766343622656,666,2237
688547210804498433,707,2624
688519176466644993,729,2334
688385280030670848,4503,9373
688211956440801280,832,2254
688179443353796608,587,2153
688116655151435777,782,2851
688064179421470721,363,1745
687841446767013888,2534,5520
687826841265172480,1126,2767
687818504314159109,951,2512
687807801670897665,720,2414
687732144991551489,668,1777
687704180304273409,850,2450
687664829264453632,511,1958
687494652870668288,578,1910
687480748861947905,243,1614
687476254459715584,538,2003
687460506001633280,543,2073
687399393394311168,620,1908
687317306314240000,9233,20297
687312378585812992,1909,4389
687127927494963200,2288,5481
687124485711986689,507,2182
687109925361856513,2475,5841
687102708889812993,986,2361
687096057537363968,607,2262
686947101016735744,3219,8694
686760001961103360,1391,3548
686749460672679938,1462,3496
686730991906516992,1207,4164
686683045143953408,809,2836
686618349602762752,1373,3735
686606069955735556,548,1909
686394059078897668,689,1754
686386521809772549,886,3284
686377065986265092,575,2226
686358356425093120,673,2207
686286779679375361,1670,4035
686050296934563840,732,2234
686035780142297088,120,1161
686034024800862208,1157,3129
686007916130873345,416,2511
686003207160610816,632,1841
685973236358713344,525,2117
685943807276412928,599,1643
685906723014619143,2917,7574
685681090388975616,127,2047
685667379192414208,574,2379
685663452032069632,1468,3264
685641971164143616,786,2963
685547936038666240,15761,33228
685532292383666176,1166,3057
685325112850124800,3993,9539
685321586178670592,644,2680
685315239903100929,1062,3365
685307451701334016,445,2092
685268753634967552,1203,3129
685198997565345792,670,2364
685169283572338688,1434,4144
684969860808454144,370,2403
684959798585110529,3143,6877
684940049151070208,1051,3244
684926975086034944,463,3523
684914660081053696,1466,3546
684902183876321280,535,1897
684880619965411328,821,2121
684830982659280897,21797,35302
684800227459624960,1011,2752
684594889858887680,3527,8973
684588130326986752,1419,4148
684567543613382656,1227,3047
684538444857667585,959,2666
684481074559381504,1173,3910
684460069371654144,563,1988
684241637099323392,3310,8220
684225744407494656,210,1237
684222868335505415,1381,3851
684200372118904832,1045,2175
684195085588783105,513,1928
684188786104872960,1180,3515
684177701129875456,667,2032
684147889187209216,1523,3009
684122891630342144,471,2023
684097758874210310,1437,4153
683857920510050305,1133,3824
683852578183077888,347,1948
683849932751646720,977,2628
683834909291606017,1123,2643
683828599284170753,1075,2817
683773439333797890,1362,3374
683742671509258241,3331,6533
683515932363329536,2923,7400
683498322573824003,968,3196
683481228088049664,1001,2669
683462770029932544,675,2440
683449695444799489,1613,3927
683391852557561860,2411,7688
683357973142474752,925,2943
683142553609318400,1050,2893
683111407806746624,919,3428
683098815881154561,663,2177
683078886620553216,567,2003
683030066213818368,741,2176
682962037429899265,16701,37124
682808988178739200,169,1802
682788441537560576,1114,2496
682750546109968385,442,1527
682697186228989953,358,1328
682662431982772225,1084,3085
682638830361513985,604,2089
682429480204398592,1159,3452
682406705142087680,1777,7623
682393905736888321,676,2245
682389078323662849,463,1668
682303737705140231,981,3075
682259524040966145,1214,4182
682242692827447297,1174,3277
682088079302213632,9939,18398
682059653698686977,1694,4979
682047327939461121,940,3216
682032003584274432,2024,6626
682003177596559360,1540,3156
681981167097122816,1037,2827
681891461017812993,825,2487
681694085539872773,4081,12863
681679526984871937,444,1781
681654059175129088,927,2659
681610798867845120,471,1923
681579835668455424,1309,3576
681523177663676416,5799,14412
681340665377193984,280,1651
681339448655802368,4114,9368
681320187870711809,745,2658
681302363064414209,1821,3962
681297372102656000,956,3237
681281657291280384,1102,3250
681261549936340994,271,1468
681242418453299201,533,1497
681231109724700672,492,2430
681193455364796417,1493,3718
680970795137544192,659,2443
680959110691590145,2013,4612
680940246314430465,1052,3224
680934982542561280,437,2101
680913438424612864,626,2427
680889648562991104,364,1775
680836378243002368,1326,3490
680805554198020098,663,2171
680801747103793152,815,2386
680798457301471234,1038,2866
680609293079592961,707,2664
680583894916304897,1337,3649
680497766108381184,1922,4258
680494726643068929,485,1736
680473011644985345,745,2563
680440374763077632,498,1459
680221482581123072,294,1472
680206703334408192,1177,2857
680191257256136705,504,2163
680176173301628928,1552,3915
680161097740095489,738,2341
680145970311643136,1748,3645
680130881361686529,944,2304
680115823365742593,905,2739
680100725817409536,1380,3597
680085611152338944,9009,12864
680070545539371008,878,2599
679877062409191424,649,1992
679872969355714560,664,2194
679862121895714818,622,2466
679854723806179328,1231,2875
679844490799091713,769,2377
679828447187857408,14051,36434
679777920601223168,1105,3111
679736210798047232,794,2103
679729593985699840,821,2172
679722016581222400,465,1669
679530280114372609,2083,4811
679527802031484928,720,2649
679511351870550016,1266,3381
679503373272485890,1474,3174
679475951516934144,639,2097
679462823135686656,18843,31741
679405845277462528,1204,2384
679158373988876288,8063,21404
679148763231985668,1024,2788
679132435750195208,1149,2975
679111216690831360,2580,5984
679062614270468097,8121,17020
679047485189439488,666,2255
679001094530465792,1224,2828
678991772295516161,1165,2316
678969228704284672,459,1654
678800283649069056,897,2582
678798276842360832,1159,3455
678774928607469569,903,2809
678767140346941444,1355,3530
678764513869611008,472,1635
678755239630127104,3280,7114
678740035362037760,1676,3756
678708137298427904,2420,5586
678675843183484930,1463,2864
678643457146150913,410,2053
678446151570427904,1536,4000
678424312106393600,2536,5479
678410210315247616,1804,4225
678399652199309312,31706,79105
678396796259975168,412,1596
678389028614488064,423,1874
678380236862578688,911,2444
678341075375947776,537,1730
678334497360859136,253,1304
678278586130948096,6054,11418
678255464182861824,361,1592
678023323247357953,379,1914
678021115718029313,6306,13655
677961670166224897,1679,3414
677918531514703872,405,1349
677895101218201600,2061,4833
677716515794329600,973,3051
677700003327029250,1433,3379
677698403548192770,318,1228
677687604918272002,846,2486
677673981332312066,1500,3326
677662372920729601,954,1942
677644091929329666,798,1853
677573743309385728,703,2128
677565715327688705,460,1297
677557565589463040,1141,2435
677547928504967168,3648,6910
677530072887205888,226,1062
677335745548390400,1774,3038
677334615166730240,282,1344
677331501395156992,234,1083
677328882937298944,1497,3615
677314812125323265,526,1635
677301033169788928,401,1236
677269281705472000,702,1980
677228873407442944,1634,3535
677187300187611136,912,2733
676975532580409345,1057,2764
676957860086095872,806,2230
676949632774234114,391,1302
676948236477857792,853,2165
676946864479084545,368,1719
676942428000112642,744,2058
676936541936185344,4879,12629
676916996760600576,1794,2960
676897532954456065,716,2235
676864501615042560,701,2088
676821958043033607,15472,22839
676819651066732545,659,1805
676811746707918848,419,1410
676776431406465024,2008,4970
676617503762681856,955,2870
676613908052996102,199,1075
676606785097199616,431,1872
676603393314578432,377,1152
676593408224403456,2144,4543
676590572941893632,120,908
676588346097852417,776,2304
676582956622721024,275,1191
676575501977128964,1104,2572
676533798876651520,549,1858
676496375194980353,526,1508
676470639084101634,4623,11511
676440007570247681,659,1707
676430933382295552,341,1383
676263575653122048,540,2062
676237365392908289,285,1207
676219687039057920,30655,75036
676215927814406144,570,1725
676191832485810177,1022,2258
676146341966438401,653,1896
676121918416756736,1150,2145
676101918813499392,1147,2801
676098748976615425,1410,2978
676089483918516224,428,1297
675898130735476737,564,1600
675891555769696257,843,2110
675888385639251968,944,2356
675878199931371520,1381,4132
675870721063669760,558,1611
675853064436391936,1274,2657
675849018447167488,143,929
675845657354215424,866,2249
675822767435051008,528,1501
675820929667219457,230,1038
675798442703122432,3365,10132
675781562965868544,462,1610
675740360753160193,341,1156
675710890956750848,803,1862
675707330206547968,676,1951
675706639471788032,93,633
675534494439489536,406,1793
675531475945709568,374,1168
675522403582218240,283,1026
675517828909424640,456,1275
675501075957489664,5736,16927
675497103322386432,1274,3098
675489971617296384,586,1279
675483430902214656,965,1818
675432746517426176,557,1503
675372240448454658,508,1663
675362609739206656,226,1033
675354435921575936,16566,32175
675349384339542016,2233,3855
675334060156301312,1262,2732
675166823650848770,1566,3542
675153376133427200,2528,6172
675149409102012420,1648,3678
675147105808306176,230,928
675146535592706048,295,1166
675145476954566656,884,2100
675135153782571009,476,1278
675113801096802304,772,1920
675111688094527488,245,945
675109292475830276,1110,2750
675047298674663426,320,1045
675015141583413248,1161,2663
675006312288268288,218,966
675003128568291329,456,1536
674999807681908736,1086,2206
674805413498527744,348,844
674800520222154752,839,2964
674793399141146624,1068,2469
674790488185167872,243,1084
674788554665512960,203,807
674781762103414784,1174,1965
674774481756377088,458,1095
674767892831932416,768,1793
674764817387900928,230,778
674754018082705410,437,1340
674752233200820224,453,1434
674743008475090944,541,1377
674742531037511680,49,477
674739953134403584,379,1081
674737130913071104,88,631
674690135443775488,462,1126
674670581682434048,635,1575
674664755118911488,246,899
674646392044941312,481,1406
674644256330530816,262,1009
674638615994089473,563,1650
674632714662858753,559,1470
674606911342424069,95,924
674468880899788800,1988,6103
674447403907457024,350,1039
674436901579923456,384,1095
674422304705744896,529,1413
674416750885273600,134,670
674410619106390016,449,1172
674394782723014656,559,1483
674372068062928900,308,831
674330906434379776,72,549
674318007229923329,510,1387
674307341513269249,6792,11122
674291837063053312,5726,14436
674271431610523648,715,1539
674269164442398721,223,888
674265582246694913,829,1612
674262580978937856,442,1279
674255168825880576,536,1437
674082852460433408,164,741
674075285688614912,277,970
674063288070742018,2147,6240
674053186244734976,1264,3233
674051556661161984,479,1417
674045139690631169,625,1385
674042553264685056,122,706
674038233588723717,403,1078
674036086168010753,202,832
674024893172875264,1190,1740
674019345211760640,296,1099
674014384960745472,620,1525
674008982932058114,341,1167
673956914389192708,929,1910
673919437611909120,362,1143
673906403526995968,1595,3118
673887867907739649,248,914
673716320723169284,726,3015
673715861853720576,2011,3470
673711475735838725,293,1017
673709992831262724,266,821
673708611235921920,277,1056
673707060090052608,380,1077
673705679337693185,395,1231
673700254269775872,548,1404
673697980713705472,1917,3899
673689733134946305,630,1695
673688752737402881,480,1232
673686845050527744,426,1410
673680198160809984,454,1339
673662677122719744,357,1225
673656262056419329,232,702
673636718965334016,347,1079
673612854080196609,704,1567
673583129559498752,349,1166
673580926094458881,264,815
673576835670777856,548,1355
673363615379013632,296,1000
673359818736984064,657,1415
673355879178194945,560,1464
673352124999274496,525,1625
673350198937153538,204,731
673345638550134785,1226,2453
673343217010679808,264,945
673342308415348736,560,1238
673320132811366400,7669,13166
673317986296586240,248,859
673295268553605120,3081,7347
673270968295534593,352,1044
673240798075449344,707,1395
673213039743795200,820,2196
673148804208660480,608,1655
672997845381865473,693,1917
672995267319328768,280,927
672988786805112832,282,965
672984142909456390,527,1228
672980819271634944,978,1773
672975131468300288,883,1634
672970152493887488,347,928
672968025906282496,525,1287
672964561327235073,621,1387
672902681409806336,485,1336
672898206762672129,412,884
672884426393653248,818,1509
672877615439593473,345,1011
672834301050937345,550,1286
672828477930868736,474,1231
672640509974827008,309,957
672622327801233409,475,1262
672614745925664768,559,1198
672609152938721280,377,1088
672604026190569472,385,1088
672594978741354496,593,1301
672591762242805761,326,929
672591271085670400,177,703
672538107540070400,352,1009
672523490734551040,161,619
672488522314567680,423,1083
672482722825261057,578,1103
672481316919734272,123,706
672475084225949696,680,1405
672466075045466113,517,1320
672272411274932228,3264,6306
672267570918129665,598,1462
672264251789176834,326,1114
672256522047614977,1492,2741
672254177670729728,716,1395
672248013293752320,585,1690
672245253877968896,152,670
672239279297454080,313,874
672231046314901505,975,1782
672222792075620352,205,765
672205392827572224,1118,2205
672169685991993344,357,994
672160042234327040,347,850
672139350159835138,672,1705
672125275208069120,1103,2326
672095186491711488,360,982
672082170312290304,353,921
672068090318987265,503,1259
671896809300709376,4042,8289
671891728106971137,560,1293
671882082306625538,1346,3381
671879137494245376,645,1380
671874878652489728,536,1216
671866342182637568,477,1091
671855973984772097,422,879
671789708968640512,3366,6879
671768281401958400,486,1168
671763349865160704,884,1637
671744970634719232,738,1324
671743150407421952,229,732
671735591348891648,733,1407
671729906628341761,4224,8284
671561002136281088,7009,12465
671550332464455680,203,888
671547767500775424,572,1311
671544874165002241,1018,1925
671542985629241344,545,1067
671538301157904385,378,914
671536543010570240,390,1145
671533943490011136,559,995
671528761649688577,251,827
671520732782923777,515,1361
671518598289059840,286,930
671511350426865664,683,1560
671504605491109889,3445,6812
671497587707535361,435,893
671488513339211776,459,979
671486386088865792,190,567
671485057807351808,227,742
671390180817915904,725,1410
671362598324076544,289,1080
671357843010908160,147,391
671355857343524864,114,471
671347597085433856,415,931
671186162933985280,204,718
671182547775299584,329,1091
671166507850801152,335,851
671163268581498880,1062,1609
671159727754231808,79,360
671154572044468225,211,693
671151324042559489,150,653
671147085991960577,211,650
671141549288370177,636,1120
671138694582165504,390,900
671134062904504320,187,727
671122204919246848,2441,3400
671115716440031232,753,1336
671109016219725825,423,1116
670995969505435648,284,1083
670842764863651840,8419,23990
670840546554966016,189,574
670838202509447168,672,1083
670833812859932673,118,429
670832455012716544,209,715
670826280409919488,3935,5394
670823764196741120,181,755
670822709593571328,91,593
670815497391357952,1496,3092
670811965569282048,263,1098
670807719151067136,477,1133
670804601705242624,926,1906
670803562457407488,85,333
670797304698376195,231,716
670792680469889025,265,804
670789397210615808,230,648
670786190031921152,196,589
670783437142401025,376,806
670782429121134593,742,1518
670780561024270336,281,770
670778058496974848,71,323
670764103623966721,406,1046
670755717859713024,107,427
670733412878163972,496,933
670727704916926465,346,804
670717338665226240,472,1172
670704688707301377,360,757
670691627984359425,234,579
670679630144274432,274,733
670676092097810432,40,242
670668383499735048,4862,10405
670474236058800128,716,1475
670468609693655041,84,346
670465786746662913,533,947
670452855871037440,197,534
670449342516494336,630,1166
670444955656130560,1916,6544
670442337873600512,192,629
670435821946826752,497,1028
670434127938719744,623,1363
670433248821026816,109,321
670428280563085312,595,1345
670427002554466305,154,512
670421925039075328,609,1271
670420569653809152,303,606
670417414769758208,309,555
670411370698022913,860,1969
670408998013820928,213,543
670403879788544000,149,415
670385711116361728,198,548
670374371102445568,262,736
670361874861563904,63,321
670338931251150849,104,416
670319130621435904,1179,3778
670303360680108032,126,420
670290420111441920,274,681
670093938074779648,321,998
670086499208155136,244,682
670079681849372674,1182,2165
670073503555706880,760,1536
670069087419133954,228,606
670061506722140161,323,742
670055038660800512,320,652
670046952931721218,165,629
670040295598354432,108,737
670037189829525505,262,578
670003130994700288,89,323
669993076832759809,81,317
669972011175813120,152,429
669970042633789440,57,296
669942763794931712,156,491
669926384437997569,96,366
669923323644657664,53,229
669753178989142016,383,790
669749430875258880,64,258
669684865554620416,87,501
669683899023405056,105,380
669682095984410625,130,346
669680153564442624,276,652
669661792646373376,417,789
669625907762618368,1761,3438
669603084620980224,350,925
669597912108789760,145,501
669583744538451968,897,1456
669573570759163904,134,426
669571471778410496,981,1557
669567591774625800,54,229
669564461267722241,119,372
669393256313184256,71,352
669375718304980992,702,1298
669371483794317312,172,483
669367896104181761,146,450
669363888236994561,219,605
669359674819481600,116,362
669354382627049472,1243,2630
669353438988365824,254,617
669351434509529089,174,421
669328503091937280,405,991
669327207240699904,114,562
669324657376567296,200,488
669216679721873412,393,1162
669214165781868544,156,427
669203728096960512,459,979
669037058363662336,301,636
669015743032369152,364,721
669006782128353280,240,562
669000397445533696,6164,20337
668994913074286592,222,430
668992363537309700,331,727
668989615043424256,320,662
668988183816871936,449,877
668986018524233728,161,538
668981893510119424,293,523
668979806671884288,336,772
668975677807423489,560,1266
668967877119254528,22,141
668960084974809088,232,687
668955713004314625,68,270
668932921458302977,55,255
668902994700836864,97,310
668892474547511297,145,388
668872652652679168,290,511
668852170888998912,155,441
668826086256599040,131,425
668815180734689280,257,547
668779399630725120,355,686
668655139528511488,212,513
668645506898350081,515,856
668643542311546881,514,857
668641109086707712,525,1041
668636665813057536,479,1019
668633411083464705,1566,2721
668631377374486528,306,693
668627278264475648,110,309
668625577880875008,125,375
668623201287675904,732,1385
668620235289837568,38,194
668614819948453888,309,602
668587383441514497,1040,1629
668567822092664832,50,236
668544745690562560,215,499
668542336805281792,207,443
668537837512433665,69,246
668528771708952576,216,447
668507509523615744,101,315
668496999348633600,127,399
668484198282485761,228,415
668480044826800133,142,446
668466899341221888,498,859
668297328638447616,289,608
668291999406125056,29,235
668286279830867968,132,490
668274247790391296,225,802
668268907921326080,228,541
668256321989451776,583,1261
668248472370458624,467,951
668237644992782336,2744,6021
668226093875376128,98,291
668221241640230912,189,501
668204964695683073,187,542
668190681446379520,191,631
668171859951755264,186,468
668154635664932864,297,480
668142349051129856,272,560
668113020489474048,228,653
667937095915278337,765,1221
667924896115245057,108,288
667915453470232577,54,201
667911425562669056,287,474
667902449697558528,364,829
667886921285246976,1037,1815
667885044254572545,456,793
667878741721415682,114,380
667873844930215936,388,609
667866724293877760,989,2930
667861340749471744,74,236
667832474953625600,60,288
667806454573760512,471,1023
667801013445750784,92,319
667793409583771648,315,682
667782464991965184,239,401
667773195014021121,53,228
667766675769573376,205,426
667728196545200128,143,367
667724302356258817,307,463
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2176,5599
667546741521195010,117,328
667544320556335104,504,835
667538891197542400,63,197
667534815156183040,501,791
667530908589760512,227,449
667524857454854144,1071,1636
667517642048163840,183,357
667509364010450944,2043,6570
667502640335572993,212,523
667495797102141441,256,505
667491009379606528,214,516
